land,year,metric_type,value,country_code
Serbia,2010,Arable land (thousand hectares),2654.0,SRB
Serbia,2010,Permanent crops (thousand hectares),190.0,SRB
Serbia,2010,Forest cover (thousand hectares),2713.0,SRB
Serbia,2010,Arable land (% of total land area),30.3,SRB
Serbia,2010,Permanent crops (% of total land area),2.2,SRB
Serbia,2010,Forest cover (% of total land area),31.0,SRB
Serbia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),20.99,SRB
Serbia,2019,Land area (thousand hectares),8746.0,SRB
Serbia,2019,Arable land (thousand hectares),2579.0,SRB
Serbia,2019,Permanent crops (thousand hectares),206.0,SRB
Serbia,2019,Forest cover (thousand hectares),2722.0,SRB
Serbia,2019,Arable land (% of total land area),29.5,SRB
Serbia,2019,Permanent crops (% of total land area),2.4,SRB
Serbia,2019,Forest cover (% of total land area),31.1,SRB
Serbia,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),28.79,SRB
Serbia,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),28.79,SRB
Serbia and Monten. [former],2005,Land area (thousand hectares),10200.0,
Serbia and Monten. [former],2005,Arable land (thousand hectares),3505.0,
Serbia and Monten. [former],2005,Permanent crops (thousand hectares),317.0,
Serbia and Monten. [former],2005,Forest cover (thousand hectares),3313.0,
Serbia and Monten. [former],2005,Arable land (% of total land area),135.0,
Serbia and Monten. [former],2005,Permanent crops (% of total land area),165.8,
Serbia and Monten. [former],2005,Forest cover (% of total land area),126.8,
Seychelles,2005,Land area (thousand hectares),46.0,SYC
Seychelles,2005,Arable land (thousand hectares),1.0,SYC
Seychelles,2005,Permanent crops (thousand hectares),3.0,SYC
Seychelles,2005,Forest cover (thousand hectares),34.0,SYC
Seychelles,2005,Arable land (% of total land area),2.2,SYC
Seychelles,2005,Permanent crops (% of total land area),6.5,SYC
Seychelles,2005,Forest cover (% of total land area),73.3,SYC
Seychelles,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),23.87,SYC
Seychelles,2010,Land area (thousand hectares),46.0,SYC
Seychelles,2010,Arable land (thousand hectares),1.0,SYC
Seychelles,2010,Permanent crops (thousand hectares),2.0,SYC
Seychelles,2010,Forest cover (thousand hectares),34.0,SYC
Seychelles,2010,Arable land (% of total land area),2.0,SYC
Seychelles,2010,Permanent crops (% of total land area),3.3,SYC
Seychelles,2010,Forest cover (% of total land area),73.3,SYC
Seychelles,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),24.27,SYC
Seychelles,2019,Land area (thousand hectares),46.0,SYC
Seychelles,2019,Arable land (thousand hectares),0.0,SYC
Seychelles,2019,Permanent crops (thousand hectares),1.0,SYC
Seychelles,2019,Forest cover (thousand hectares),34.0,SYC
Seychelles,2019,Arable land (% of total land area),0.3,SYC
Seychelles,2019,Permanent crops (% of total land area),3.0,SYC
Seychelles,2019,Forest cover (% of total land area),73.3,SYC
Seychelles,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),24.27,SYC
Seychelles,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),52.79,SYC
Sierra Leone,2005,Land area (thousand hectares),7218.0,SLE
Sierra Leone,2005,Arable land (thousand hectares),1472.0,SLE
Sierra Leone,2005,Permanent crops (thousand hectares),140.0,SLE
Sierra Leone,2005,Forest cover (thousand hectares),2831.0,SLE
Sierra Leone,2005,Arable land (% of total land area),20.4,SLE
Sierra Leone,2005,Permanent crops (% of total land area),1.9,SLE
Sierra Leone,2005,Forest cover (% of total land area),39.2,SLE
Sierra Leone,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),51.61,SLE
Sierra Leone,2010,Land area (thousand hectares),7218.0,SLE
Sierra Leone,2010,Arable land (thousand hectares),1580.0,SLE
Sierra Leone,2010,Permanent crops (thousand hectares),150.0,SLE
Sierra Leone,2010,Forest cover (thousand hectares),2732.0,SLE
Sierra Leone,2010,Arable land (% of total land area),21.9,SLE
Sierra Leone,2010,Permanent crops (% of total land area),2.1,SLE
Sierra Leone,2010,Forest cover (% of total land area),37.9,SLE
Sierra Leone,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),62.08,SLE
Sierra Leone,2019,Land area (thousand hectares),7218.0,SLE
Sierra Leone,2019,Arable land (thousand hectares),1584.0,SLE
Sierra Leone,2019,Permanent crops (thousand hectares),165.0,SLE
Sierra Leone,2019,Forest cover (thousand hectares),2555.0,SLE
Sierra Leone,2019,Arable land (% of total land area),21.9,SLE
Sierra Leone,2019,Permanent crops (% of total land area),2.3,SLE
Sierra Leone,2019,Forest cover (% of total land area),35.4,SLE
Sierra Leone,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),65.32,SLE
Sierra Leone,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),65.32,SLE
Singapore,2005,Land area (thousand hectares),69.0,SGP
Singapore,2005,Arable land (thousand hectares),1.0,SGP
Singapore,2005,Permanent crops (thousand hectares),0.0,SGP
Singapore,2005,Forest cover (thousand hectares),17.0,SGP
Singapore,2005,Arable land (% of total land area),1.0,SGP
Singapore,2005,Permanent crops (% of total land area),0.1,SGP
Singapore,2005,Forest cover (% of total land area),25.2,SGP
Singapore,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),21.14,SGP
Singapore,2010,Land area (thousand hectares),70.0,SGP
Singapore,2010,Arable land (thousand hectares),1.0,SGP
Singapore,2010,Permanent crops (thousand hectares),0.0,SGP
Singapore,2010,Forest cover (thousand hectares),18.0,SGP
Singapore,2010,Arable land (% of total land area),0.9,SGP
Singapore,2010,Permanent crops (% of total land area),0.1,SGP
Singapore,2010,Forest cover (% of total land area),25.3,SGP
Singapore,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),21.14,SGP
Singapore,2018,Land area (thousand hectares),71.0,SGP
Singapore,2018,Arable land (thousand hectares),1.0,SGP
Singapore,2018,Permanent crops (thousand hectares),0.0,SGP
Singapore,2018,Forest cover (thousand hectares),16.0,SGP
Singapore,2018,Arable land (% of total land area),0.8,SGP
Singapore,2018,Permanent crops (% of total land area),0.1,SGP
Singapore,2018,Forest cover (% of total land area),22.3,SGP
Singapore,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),21.14,SGP
Singapore,2019,Land area (thousand hectares),72.0,SGP
Singapore,2019,Arable land (thousand hectares),1.0,SGP
Singapore,2019,Forest cover (thousand hectares),16.0,SGP
Singapore,2019,Arable land (% of total land area),0.8,SGP
Singapore,2019,Forest cover (% of total land area),22.0,SGP
Singapore,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),21.14,SGP
Singapore,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),21.14,SGP
Sint Maarten (Dutch part),2005,Important sites for terrestrial biodiversity protected (% of total sites protected),5.1,SXM
Sint Maarten (Dutch part),2010,Important sites for terrestrial biodiversity protected (% of total sites protected),5.1,SXM
Sint Maarten (Dutch part),2019,Land area (thousand hectares),3.0,SXM
Sint Maarten (Dutch part),2019,Forest cover (thousand hectares),0.0,SXM
Sint Maarten (Dutch part),2019,Forest cover (% of total land area),10.9,SXM
Sint Maarten (Dutch part),2019,Important sites for terrestrial biodiversity protected (% of total sites protected),5.1,SXM
Sint Maarten (Dutch part),2021,Important sites for terrestrial biodiversity protected (% of total sites protected),5.1,SXM
Slovakia,2005,Land area (thousand hectares),4810.0,SVK
Slovakia,2005,Arable land (thousand hectares),1391.0,SVK
Slovakia,2005,Permanent crops (thousand hectares),26.0,SVK
Slovakia,2005,Forest cover (thousand hectares),1910.0,SVK
Slovakia,2005,Arable land (% of total land area),28.9,SVK
Slovakia,2005,Permanent crops (% of total land area),0.5,SVK
Slovakia,2005,Forest cover (% of total land area),39.7,SVK
Slovakia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),74.77,SVK
Slovakia,2010,Land area (thousand hectares),4809.0,SVK
Slovakia,2010,Arable land (thousand hectares),1392.0,SVK
Slovakia,2010,Permanent crops (thousand hectares),25.0,SVK
Slovakia,2010,Forest cover (thousand hectares),1918.0,SVK
Slovakia,2010,Arable land (% of total land area),28.9,SVK
Slovakia,2010,Permanent crops (% of total land area),0.5,SVK
Slovakia,2010,Forest cover (% of total land area),39.9,SVK
Slovakia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),76.34,SVK
Slovakia,2019,Land area (thousand hectares),4808.0,SVK
Slovakia,2019,Arable land (thousand hectares),1349.0,SVK
Slovakia,2019,Permanent crops (thousand hectares),18.0,SVK
Slovakia,2019,Forest cover (thousand hectares),1926.0,SVK
Slovakia,2019,Arable land (% of total land area),28.1,SVK
Slovakia,2019,Permanent crops (% of total land area),0.4,SVK
Slovakia,2019,Forest cover (% of total land area),40.1,SVK
Slovakia,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),85.79,SVK
Slovakia,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),85.79,SVK
Slovenia,2005,Land area (thousand hectares),2014.0,SVN
Slovenia,2005,Arable land (thousand hectares),176.0,SVN
Slovenia,2005,Permanent crops (thousand hectares),28.0,SVN
Slovenia,2005,Forest cover (thousand hectares),1240.0,SVN
Slovenia,2005,Arable land (% of total land area),8.7,SVN
Slovenia,2005,Permanent crops (% of total land area),1.4,SVN
Slovenia,2005,Forest cover (% of total land area),61.6,SVN
Slovenia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),70.82,SVN
Slovenia,2010,Land area (thousand hectares),2015.0,SVN
Slovenia,2010,Arable land (thousand hectares),185.0,SVN
Slovenia,2010,Permanent crops (thousand hectares),52.0,SVN
Slovenia,2010,Forest cover (thousand hectares),1247.0,SVN
Slovenia,2010,Arable land (% of total land area),9.2,SVN
Slovenia,2010,Permanent crops (% of total land area),2.6,SVN
Slovenia,2010,Forest cover (% of total land area),61.9,SVN
Slovenia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),70.89,SVN
Slovenia,2019,Land area (thousand hectares),2014.0,SVN
Slovenia,2019,Arable land (thousand hectares),181.0,SVN
Slovenia,2019,Permanent crops (thousand hectares),53.0,SVN
Slovenia,2019,Forest cover (thousand hectares),1240.0,SVN
Slovenia,2019,Arable land (% of total land area),9.0,SVN
Slovenia,2019,Permanent crops (% of total land area),2.6,SVN
Slovenia,2019,Forest cover (% of total land area),61.6,SVN
Slovenia,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),73.68,SVN
Slovenia,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),73.68,SVN
Solomon Islands,2005,Land area (thousand hectares),2799.0,SLB
Solomon Islands,2005,Arable land (thousand hectares),16.0,SLB
Solomon Islands,2005,Permanent crops (thousand hectares),65.0,SLB
Solomon Islands,2005,Forest cover (thousand hectares),2534.0,SLB
Solomon Islands,2005,Arable land (% of total land area),0.6,SLB
Solomon Islands,2005,Permanent crops (% of total land area),2.3,SLB
Solomon Islands,2005,Forest cover (% of total land area),90.5,SLB
Solomon Islands,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),3.41,SLB
Solomon Islands,2010,Land area (thousand hectares),2799.0,SLB
Solomon Islands,2010,Arable land (thousand hectares),19.0,SLB
Solomon Islands,2010,Permanent crops (thousand hectares),80.0,SLB
Solomon Islands,2010,Forest cover (thousand hectares),2530.0,SLB
Solomon Islands,2010,Arable land (% of total land area),0.7,SLB
Solomon Islands,2010,Permanent crops (% of total land area),2.9,SLB
Solomon Islands,2010,Forest cover (% of total land area),90.4,SLB
Solomon Islands,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),4.48,SLB
Solomon Islands,2019,Land area (thousand hectares),2799.0,SLB
Solomon Islands,2019,Arable land (thousand hectares),20.0,SLB
Solomon Islands,2019,Permanent crops (thousand hectares),89.0,SLB
Solomon Islands,2019,Forest cover (thousand hectares),2524.0,SLB
Solomon Islands,2019,Arable land (% of total land area),0.7,SLB
Solomon Islands,2019,Permanent crops (% of total land area),3.2,SLB
Solomon Islands,2019,Forest cover (% of total land area),90.2,SLB
Solomon Islands,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),4.6,SLB
Solomon Islands,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),4.6,SLB
Somalia,2005,Land area (thousand hectares),62734.0,SOM
Somalia,2005,Arable land (thousand hectares),1350.0,SOM
Somalia,2005,Permanent crops (thousand hectares),27.0,SOM
Somalia,2005,Forest cover (thousand hectares),7131.0,SOM
Somalia,2005,Arable land (% of total land area),2.2,SOM
Somalia,2005,Permanent crops (% of total land area),0.0,SOM
Somalia,2005,Forest cover (% of total land area),11.4,SOM
Somalia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,SOM
Somalia,2010,Land area (thousand hectares),62734.0,SOM
Somalia,2010,Arable land (thousand hectares),1100.0,SOM
Somalia,2010,Permanent crops (thousand hectares),28.0,SOM
Somalia,2010,Forest cover (thousand hectares),6748.0,SOM
Somalia,2010,Arable land (% of total land area),1.8,SOM
Somalia,2010,Permanent crops (% of total land area),0.0,SOM
Somalia,2010,Forest cover (% of total land area),10.8,SOM
Somalia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,SOM
Somalia,2019,Land area (thousand hectares),62734.0,SOM
Somalia,2019,Arable land (thousand hectares),1100.0,SOM
Somalia,2019,Permanent crops (thousand hectares),25.0,SOM
Somalia,2019,Forest cover (thousand hectares),6057.0,SOM
Somalia,2019,Arable land (% of total land area),1.8,SOM
Somalia,2019,Permanent crops (% of total land area),0.0,SOM
Somalia,2019,Forest cover (% of total land area),9.7,SOM
Somalia,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,SOM
Somalia,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,SOM
South Africa,2005,Land area (thousand hectares),121309.0,ZAF
South Africa,2005,Arable land (thousand hectares),13175.0,ZAF
South Africa,2005,Permanent crops (thousand hectares),380.0,ZAF
South Africa,2005,Forest cover (thousand hectares),17596.0,ZAF
South Africa,2005,Arable land (% of total land area),10.9,ZAF
South Africa,2005,Permanent crops (% of total land area),0.3,ZAF
