country,country_code,series,seriescode,measure,period,D1,D2,D3,data,footnoteref
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016OCT ,,,,              6233,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016DEC ,,,,              6430,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016NOV ,,,,              6447,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016JAN ,,,,              4931,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016MAR ,,,,              6737,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016FEB ,,,,              6062,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016APR ,,,,              5897,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016JUN ,,,,              7595,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016MAY ,,,,              7764,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016AUG ,,,,              6963,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016JUL ,,,,              6514,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015YEAR,,,,              5619,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015NOV ,,,,              5664,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015DEC ,,,,              5479,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015JUL ,,,,              5708,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015SEP ,,,,              6140,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015AUG ,,,,              5496,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015JUN ,,,,              5739,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015OCT ,,,,              6089,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015FEB ,,,,              5228,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015JAN ,,,,              5680,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015MAR ,,,,              6201,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015APR ,,,,              4454,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015MAY ,,,,              5553,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014DEC ,,,,              5350,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014YEAR,,,,              5979,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014SEP ,,,,              6445,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014NOV ,,,,              5590,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014OCT ,,,,              5170,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014AUG ,,,,              6030,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014JUL ,,,,              6140,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014JUN ,,,,              5927,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2013YEAR,,,,              6092,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2012YEAR,,,,              5259,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2011YEAR,,,,              5346,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2010YEAR,,,,              4952,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2009YEAR,,,,              3633,
Iran (Islamic Republic of),364,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022JAN ,,,,              6038,
Iran (Islamic Republic of),364,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022MAR ,,,,              5986,
Iran (Islamic Republic of),364,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022APR ,,,,              6262,
Iran (Islamic Republic of),364,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022MAY ,,,,              5642,
